flight_id,from_city,to_city,datetime,cost,cancel_available,time_cancel_available
FL2353,Thanh Hoa,Ho Chi Minh City,2025-07-18 16:15,1350000,True,2025-07-18 13:15
FL6785,Thanh Hoa,Hue,2025-07-18 16:00,690000,True,2025-07-18 13:00
FL7356,Ho Chi Minh City,Can Tho,2025-07-18 10:00,1100000,True,2025-07-18 04:00
FL9579,Hue,Hai Phong,2025-07-18 12:30,1860000,True,2025-07-18 06:30
FL4896,Hanoi,Buon Ma Thuot,2025-07-18 09:15,720000,False,
FL3381,Buon Ma Thuot,Vinh,2025-07-18 17:00,630000,True,2025-07-18 11:00
FL8225,Buon Ma Thuot,Hanoi,2025-07-19 16:15,1470000,False,
FL6232,Da Nang,Phu Quoc,2025-07-19 11:00,1690000,False,
FL3766,Ho Chi Minh City,Buon Ma Thuot,2025-07-19 14:15,1660000,True,2025-07-19 10:15
FL3241,Pleiku,Thanh Hoa,2025-07-19 06:15,1010000,True,2025-07-19 00:15
FL9158,Nha Trang,Vinh,2025-07-19 20:45,1900000,False,
FL9949,Hai Phong,Hue,2025-07-19 12:30,1980000,False,
FL8775,Phu Quoc,Da Nang,2025-07-19 19:45,510000,False,
FL9855,Hai Phong,Thanh Hoa,2025-07-19 09:30,660000,True,2025-07-19 06:30
FL2341,Hanoi,Ho Chi Minh City,2025-07-19 18:30,1510000,True,2025-07-19 16:30
FL2538,Can Tho,Quy Nhon,2025-07-20 12:45,870000,True,2025-07-20 10:45
FL2878,Hai Phong,Hue,2025-07-20 10:15,1080000,True,2025-07-20 08:15
FL6579,Can Tho,Vinh,2025-07-20 14:15,1860000,True,2025-07-20 08:15
FL1749,Vinh,Ho Chi Minh City,2025-07-20 13:15,510000,False,
FL4736,Phu Quoc,Hanoi,2025-07-20 06:45,990000,False,
FL4131,Hai Phong,Ho Chi Minh City,2025-07-20 13:30,1740000,True,2025-07-20 11:30
FL3047,Thanh Hoa,Can Tho,2025-07-20 19:00,770000,False,
FL3562,Can Tho,Buon Ma Thuot,2025-07-20 12:30,610000,False,
FL6031,Hanoi,Can Tho,2025-07-21 16:15,1680000,False,
FL5205,Pleiku,Vinh,2025-07-21 12:00,630000,True,2025-07-21 07:00
FL7259,Hanoi,Thanh Hoa,2025-07-21 06:15,1340000,False,
FL2876,Buon Ma Thuot,Phu Quoc,2025-07-21 12:00,1770000,True,2025-07-21 06:00
FL8794,Phu Quoc,Ho Chi Minh City,2025-07-21 06:15,1700000,True,2025-07-21 02:15
FL3444,Nha Trang,Pleiku,2025-07-21 07:45,720000,False,
FL8156,Thanh Hoa,Can Tho,2025-07-21 16:45,800000,False,
FL6755,Thanh Hoa,Hanoi,2025-07-21 20:45,1260000,False,
FL3163,Da Nang,Hue,2025-07-21 16:45,1870000,False,
FL1542,Hai Phong,Phu Quoc,2025-07-21 19:45,740000,True,2025-07-21 14:45
FL2874,Ho Chi Minh City,Da Nang,2025-07-22 09:15,1820000,True,2025-07-22 05:15
FL7124,Quy Nhon,Nha Trang,2025-07-22 12:00,1420000,False,
FL7917,Pleiku,Da Nang,2025-07-22 20:00,1510000,False,
FL6014,Thanh Hoa,Hanoi,2025-07-22 17:45,1770000,True,2025-07-22 12:45
FL3632,Nha Trang,Hanoi,2025-07-22 06:15,1240000,False,
FL4660,Quy Nhon,Vinh,2025-07-22 17:15,520000,True,2025-07-22 13:15
FL6735,Ho Chi Minh City,Hanoi,2025-07-22 11:45,1130000,False,
FL2915,Thanh Hoa,Pleiku,2025-07-22 17:30,1450000,False,
FL8115,Hanoi,Hai Phong,2025-07-22 19:45,1460000,True,2025-07-22 15:45
FL9747,Buon Ma Thuot,Phu Quoc,2025-07-22 20:45,1110000,False,
FL1686,Quy Nhon,Thanh Hoa,2025-07-23 19:30,520000,False,
FL5237,Buon Ma Thuot,Pleiku,2025-07-23 11:30,1000000,True,2025-07-23 07:30
FL8596,Can Tho,Buon Ma Thuot,2025-07-23 19:15,1930000,True,2025-07-23 16:15
FL4641,Hue,Ho Chi Minh City,2025-07-23 06:45,540000,False,
FL9537,Quy Nhon,Thanh Hoa,2025-07-23 07:15,810000,False,
FL8002,Pleiku,Buon Ma Thuot,2025-07-23 17:15,1440000,True,2025-07-23 13:15
FL7691,Hue,Can Tho,2025-07-23 15:45,1570000,True,2025-07-23 10:45
FL7689,Hanoi,Thanh Hoa,2025-07-24 19:45,1490000,False,
FL4741,Hai Phong,Hanoi,2025-07-24 15:00,1180000,True,2025-07-24 11:00
FL2320,Ho Chi Minh City,Quy Nhon,2025-07-24 09:15,1050000,True,2025-07-24 05:15
FL7949,Hanoi,Can Tho,2025-07-24 17:45,1590000,True,2025-07-24 12:45
FL3298,Da Nang,Hai Phong,2025-07-24 08:30,1540000,True,2025-07-24 04:30
FL4877,Thanh Hoa,Nha Trang,2025-07-24 09:30,860000,True,2025-07-24 05:30
FL8764,Phu Quoc,Vinh,2025-07-24 19:30,1240000,False,
FL6452,Thanh Hoa,Can Tho,2025-07-25 07:00,1800000,True,2025-07-25 02:00
FL7849,Quy Nhon,Hue,2025-07-25 16:15,1170000,True,2025-07-25 11:15
FL3387,Hanoi,Can Tho,2025-07-25 12:45,1540000,True,2025-07-25 06:45
FL4456,Quy Nhon,Nha Trang,2025-07-25 12:00,1770000,False,
FL2000,Vinh,Ho Chi Minh City,2025-07-25 14:30,720000,False,
FL3826,Thanh Hoa,Hue,2025-07-25 16:00,1980000,False,
FL4526,Thanh Hoa,Da Nang,2025-07-25 11:45,1150000,False,
FL9370,Quy Nhon,Hanoi,2025-07-25 20:30,1480000,True,2025-07-25 18:30
FL2800,Ho Chi Minh City,Buon Ma Thuot,2025-07-25 11:30,1270000,True,2025-07-25 06:30
FL1914,Thanh Hoa,Pleiku,2025-07-26 17:00,1350000,False,
FL1971,Ho Chi Minh City,Phu Quoc,2025-07-26 18:00,1420000,True,2025-07-26 16:00
FL2438,Hai Phong,Pleiku,2025-07-26 07:15,1040000,False,
FL9448,Thanh Hoa,Pleiku,2025-07-26 11:00,1140000,False,
FL1684,Ho Chi Minh City,Quy Nhon,2025-07-26 08:00,1120000,False,
FL6986,Nha Trang,Can Tho,2025-07-26 16:30,1700000,True,2025-07-26 13:30
FL4961,Vinh,Nha Trang,2025-07-26 09:30,1550000,False,
FL9202,Nha Trang,Hue,2025-07-26 18:30,1920000,False,
FL3053,Pleiku,Hue,2025-07-26 16:45,800000,False,
FL6175,Quy Nhon,Da Nang,2025-07-27 19:15,1060000,True,2025-07-27 14:15
FL2689,Hue,Hai Phong,2025-07-27 09:15,1960000,True,2025-07-27 07:15
FL7301,Vinh,Hue,2025-07-27 20:15,710000,False,
FL5369,Hanoi,Hai Phong,2025-07-27 10:15,800000,True,2025-07-27 04:15
FL1764,Can Tho,Buon Ma Thuot,2025-07-27 14:30,2000000,True,2025-07-27 09:30
FL9041,Can Tho,Pleiku,2025-07-27 08:00,1510000,True,2025-07-27 03:00
FL4316,Ho Chi Minh City,Pleiku,2025-07-27 16:00,630000,True,2025-07-27 11:00
FL3965,Nha Trang,Hue,2025-07-27 07:00,1770000,True,2025-07-27 05:00
FL3703,Hanoi,Nha Trang,2025-07-27 18:00,600000,False,
FL7860,Hanoi,Da Nang,2025-07-27 11:45,1040000,False,
FL7445,Da Nang,Buon Ma Thuot,2025-07-28 13:00,680000,False,
FL9583,Phu Quoc,Thanh Hoa,2025-07-28 17:30,780000,True,2025-07-28 13:30
FL9472,Phu Quoc,Da Nang,2025-07-28 11:30,1990000,True,2025-07-28 07:30
FL9036,Pleiku,Can Tho,2025-07-28 10:15,990000,True,2025-07-28 05:15
FL2108,Thanh Hoa,Pleiku,2025-07-28 11:45,1030000,False,
FL7257,Da Nang,Thanh Hoa,2025-07-28 16:30,580000,True,2025-07-28 13:30
FL2107,Quy Nhon,Thanh Hoa,2025-07-29 16:45,1760000,True,2025-07-29 14:45
FL5400,Pleiku,Phu Quoc,2025-07-29 20:45,500000,True,2025-07-29 14:45
FL1803,Vinh,Hanoi,2025-07-29 19:45,580000,False,
FL3077,Da Nang,Can Tho,2025-07-29 18:45,530000,True,2025-07-29 12:45
FL1810,Phu Quoc,Hue,2025-07-29 12:00,510000,False,
FL5964,Hai Phong,Buon Ma Thuot,2025-07-29 17:45,760000,False,
FL6433,Buon Ma Thuot,Da Nang,2025-07-29 13:15,590000,True,2025-07-29 11:15
FL8938,Buon Ma Thuot,Phu Quoc,2025-07-29 07:00,850000,False,
FL9936,Nha Trang,Can Tho,2025-07-30 12:45,1180000,False,
FL6701,Nha Trang,Buon Ma Thuot,2025-07-30 15:15,1250000,True,2025-07-30 10:15
FL4983,Nha Trang,Ho Chi Minh City,2025-07-30 20:15,1550000,True,2025-07-30 16:15
FL1332,Hanoi,Hai Phong,2025-07-30 10:45,1610000,True,2025-07-30 05:45
FL2334,Quy Nhon,Phu Quoc,2025-07-30 11:45,1700000,False,
FL5849,Hai Phong,Da Nang,2025-07-30 06:30,1990000,True,2025-07-30 01:30
FL9390,Can Tho,Quy Nhon,2025-07-30 14:15,790000,False,
FL4749,Quy Nhon,Thanh Hoa,2025-07-30 12:30,1650000,True,2025-07-30 08:30
FL4314,Nha Trang,Buon Ma Thuot,2025-07-30 07:45,800000,True,2025-07-30 04:45
FL6281,Pleiku,Nha Trang,2025-07-30 09:00,1770000,True,2025-07-30 04:00
FL4743,Hue,Thanh Hoa,2025-07-30 12:00,1980000,False,
FL5285,Da Nang,Ho Chi Minh City,2025-07-30 20:00,740000,False,
FL2565,Thanh Hoa,Quy Nhon,2025-07-31 07:15,1600000,True,2025-07-31 04:15
FL9506,Hai Phong,Nha Trang,2025-07-31 10:00,1480000,False,
FL3297,Vinh,Thanh Hoa,2025-07-31 11:15,1550000,True,2025-07-31 09:15
FL1713,Ho Chi Minh City,Phu Quoc,2025-07-31 09:30,620000,False,
FL7812,Nha Trang,Phu Quoc,2025-07-31 10:30,1830000,True,2025-07-31 07:30
FL9321,Pleiku,Can Tho,2025-07-31 20:30,970000,False,
FL2008,Ho Chi Minh City,Quy Nhon,2025-07-31 19:15,760000,False,
FL1296,Hanoi,Hai Phong,2025-07-31 17:30,1760000,True,2025-07-31 15:30
FL1246,Da Nang,Phu Quoc,2025-07-31 11:15,1920000,True,2025-07-31 09:15
FL2924,Phu Quoc,Pleiku,2025-07-31 19:45,1970000,False,
FL7178,Thanh Hoa,Hanoi,2025-08-01 18:45,1170000,True,2025-08-01 16:45
FL7853,Hai Phong,Buon Ma Thuot,2025-08-01 14:00,590000,False,
FL6936,Hue,Da Nang,2025-08-01 13:45,1790000,True,2025-08-01 10:45
FL3433,Pleiku,Thanh Hoa,2025-08-01 18:30,620000,True,2025-08-01 13:30
FL9694,Da Nang,Quy Nhon,2025-08-01 17:30,1980000,False,
FL6693,Can Tho,Thanh Hoa,2025-08-01 10:30,840000,False,
FL3737,Quy Nhon,Phu Quoc,2025-08-02 18:15,1890000,False,
FL3390,Da Nang,Hanoi,2025-08-02 15:30,1360000,False,
FL4313,Nha Trang,Ho Chi Minh City,2025-08-02 12:00,1740000,True,2025-08-02 08:00
FL3858,Quy Nhon,Nha Trang,2025-08-02 19:45,1520000,False,
FL8622,Vinh,Hai Phong,2025-08-02 16:45,580000,False,
FL4656,Phu Quoc,Can Tho,2025-08-02 20:45,770000,False,
FL2969,Can Tho,Da Nang,2025-08-02 14:15,1940000,True,2025-08-02 09:15
FL3677,Hanoi,Quy Nhon,2025-08-02 15:30,520000,False,
FL8250,Buon Ma Thuot,Thanh Hoa,2025-08-03 16:15,1860000,True,2025-08-03 14:15
FL3776,Buon Ma Thuot,Vinh,2025-08-03 19:15,1820000,False,
FL9701,Da Nang,Hue,2025-08-03 11:15,1890000,True,2025-08-03 07:15
FL3542,Nha Trang,Hue,2025-08-03 09:00,1600000,False,
FL4719,Nha Trang,Da Nang,2025-08-03 06:15,980000,True,2025-08-03 00:15
FL7650,Hai Phong,Buon Ma Thuot,2025-08-03 11:15,1210000,True,2025-08-03 05:15
FL2411,Buon Ma Thuot,Hai Phong,2025-08-03 09:45,660000,True,2025-08-03 04:45
FL7462,Buon Ma Thuot,Hanoi,2025-08-03 08:15,1390000,True,2025-08-03 06:15
FL9421,Buon Ma Thuot,Ho Chi Minh City,2025-08-03 18:30,530000,True,2025-08-03 16:30
FL3564,Vinh,Quy Nhon,2025-08-03 06:00,1420000,False,
FL3280,Hai Phong,Ho Chi Minh City,2025-08-03 07:45,1080000,False,
FL6920,Phu Quoc,Da Nang,2025-08-03 08:30,1020000,False,
FL5747,Buon Ma Thuot,Hai Phong,2025-08-04 11:15,1250000,False,
FL7506,Hai Phong,Thanh Hoa,2025-08-04 15:30,1620000,False,
FL7199,Vinh,Hanoi,2025-08-04 07:30,790000,True,2025-08-04 05:30
FL2482,Hue,Buon Ma Thuot,2025-08-04 06:15,950000,False,
FL5175,Da Nang,Thanh Hoa,2025-08-04 17:00,1920000,False,
FL3151,Ho Chi Minh City,Quy Nhon,2025-08-04 15:30,730000,True,2025-08-04 11:30
FL5091,Phu Quoc,Pleiku,2025-08-04 15:30,960000,True,2025-08-04 11:30
FL1928,Nha Trang,Buon Ma Thuot,2025-08-04 07:00,1710000,False,
FL8493,Phu Quoc,Pleiku,2025-08-04 12:30,1480000,False,
FL4305,Buon Ma Thuot,Can Tho,2025-08-05 16:30,1960000,False,
FL1423,Hanoi,Hai Phong,2025-08-05 14:15,660000,False,
FL7488,Ho Chi Minh City,Hue,2025-08-05 12:30,810000,False,
FL6055,Ho Chi Minh City,Pleiku,2025-08-05 12:00,1750000,True,2025-08-05 09:00
FL8474,Pleiku,Quy Nhon,2025-08-05 09:00,650000,False,
FL3913,Da Nang,Hai Phong,2025-08-05 16:30,1490000,False,
FL2073,Quy Nhon,Da Nang,2025-08-05 18:45,1880000,False,
FL3991,Ho Chi Minh City,Hai Phong,2025-08-05 16:45,890000,False,
FL8456,Quy Nhon,Hanoi,2025-08-05 15:30,870000,False,
FL6983,Nha Trang,Hai Phong,2025-08-05 13:00,1960000,True,2025-08-05 09:00
FL4901,Phu Quoc,Buon Ma Thuot,2025-08-05 09:00,1010000,False,
FL9955,Can Tho,Phu Quoc,2025-08-06 19:30,1480000,True,2025-08-06 16:30
FL6748,Pleiku,Hai Phong,2025-08-06 12:00,560000,False,
FL9060,Vinh,Nha Trang,2025-08-06 11:00,1050000,False,
FL5843,Nha Trang,Hue,2025-08-06 19:45,610000,True,2025-08-06 16:45
FL7962,Thanh Hoa,Can Tho,2025-08-06 15:00,1900000,True,2025-08-06 10:00
FL4752,Hue,Da Nang,2025-08-06 07:00,1740000,False,
FL8526,Buon Ma Thuot,Nha Trang,2025-08-06 07:15,1190000,True,2025-08-06 03:15
FL1873,Da Nang,Thanh Hoa,2025-08-06 20:45,1910000,False,
FL5583,Ho Chi Minh City,Phu Quoc,2025-08-06 14:45,600000,True,2025-08-06 11:45
FL9674,Thanh Hoa,Hue,2025-08-06 20:15,690000,True,2025-08-06 17:15
FL4414,Pleiku,Buon Ma Thuot,2025-08-06 20:30,1710000,True,2025-08-06 15:30
FL4441,Can Tho,Buon Ma Thuot,2025-08-06 12:00,940000,True,2025-08-06 08:00
FL6490,Hanoi,Pleiku,2025-08-07 15:15,1120000,True,2025-08-07 13:15
FL1450,Pleiku,Ho Chi Minh City,2025-08-07 16:15,1200000,True,2025-08-07 12:15
FL4527,Da Nang,Phu Quoc,2025-08-07 08:30,1820000,True,2025-08-07 03:30
FL6950,Quy Nhon,Hai Phong,2025-08-07 17:30,1340000,True,2025-08-07 14:30
FL4693,Pleiku,Hanoi,2025-08-07 17:15,520000,False,
FL3006,Thanh Hoa,Pleiku,2025-08-07 08:15,1610000,True,2025-08-07 06:15
FL1871,Vinh,Nha Trang,2025-08-08 14:00,1570000,True,2025-08-08 08:00
FL4655,Buon Ma Thuot,Phu Quoc,2025-08-08 14:00,900000,False,
FL3471,Da Nang,Hai Phong,2025-08-08 16:15,1510000,False,
FL3233,Quy Nhon,Phu Quoc,2025-08-08 19:30,1240000,False,
FL2300,Pleiku,Hanoi,2025-08-08 18:15,1720000,False,
FL8769,Hai Phong,Buon Ma Thuot,2025-08-08 20:00,1630000,False,
FL9432,Hanoi,Hue,2025-08-08 14:45,1710000,True,2025-08-08 08:45
FL9617,Vinh,Quy Nhon,2025-08-08 14:00,670000,False,
FL3624,Thanh Hoa,Pleiku,2025-08-08 06:00,2000000,True,2025-08-08 02:00
FL2619,Hai Phong,Quy Nhon,2025-08-08 06:30,1750000,True,2025-08-08 03:30
FL3333,Can Tho,Phu Quoc,2025-08-09 15:00,1740000,False,
FL1289,Buon Ma Thuot,Pleiku,2025-08-09 08:45,810000,True,2025-08-09 03:45
FL9869,Thanh Hoa,Can Tho,2025-08-09 19:00,1880000,False,
FL6969,Thanh Hoa,Ho Chi Minh City,2025-08-09 14:45,1370000,False,
FL9189,Hue,Buon Ma Thuot,2025-08-09 18:00,1020000,False,
FL6893,Buon Ma Thuot,Quy Nhon,2025-08-09 10:45,660000,True,2025-08-09 06:45
FL7523,Da Nang,Hue,2025-08-10 17:00,1090000,False,
FL4750,Quy Nhon,Ho Chi Minh City,2025-08-10 09:30,1250000,True,2025-08-10 03:30
FL4744,Hue,Vinh,2025-08-10 12:45,1530000,True,2025-08-10 06:45
FL5223,Ho Chi Minh City,Hanoi,2025-08-10 17:00,520000,False,
FL3050,Thanh Hoa,Da Nang,2025-08-10 09:15,1090000,True,2025-08-10 07:15
FL7623,Da Nang,Hai Phong,2025-08-10 12:15,1360000,True,2025-08-10 09:15
FL5055,Ho Chi Minh City,Quy Nhon,2025-08-10 11:30,780000,True,2025-08-10 07:30
FL4092,Can Tho,Hanoi,2025-08-10 10:00,630000,False,
FL4332,Hanoi,Nha Trang,2025-08-10 13:45,870000,True,2025-08-10 09:45
FL5813,Vinh,Ho Chi Minh City,2025-08-10 06:30,1920000,False,
FL9330,Quy Nhon,Buon Ma Thuot,2025-08-11 09:15,800000,False,
FL8138,Quy Nhon,Phu Quoc,2025-08-11 07:15,1310000,False,
FL9132,Quy Nhon,Nha Trang,2025-08-11 20:15,1170000,False,
FL8918,Can Tho,Buon Ma Thuot,2025-08-11 06:45,1530000,True,2025-08-11 02:45
FL7906,Thanh Hoa,Nha Trang,2025-08-11 06:30,1410000,False,
FL6403,Quy Nhon,Vinh,2025-08-11 10:30,1270000,False,
FL5180,Pleiku,Hanoi,2025-08-12 15:00,990000,True,2025-08-12 11:00
FL9577,Quy Nhon,Can Tho,2025-08-12 09:30,1860000,True,2025-08-12 07:30
FL2266,Ho Chi Minh City,Pleiku,2025-08-12 07:45,1200000,False,
FL3737,Hue,Buon Ma Thuot,2025-08-12 11:45,830000,False,
FL4897,Da Nang,Hai Phong,2025-08-12 11:45,1400000,True,2025-08-12 05:45
FL7769,Phu Quoc,Quy Nhon,2025-08-12 14:30,1800000,False,
FL9602,Hai Phong,Ho Chi Minh City,2025-08-12 17:15,720000,True,2025-08-12 13:15
FL1756,Quy Nhon,Pleiku,2025-08-12 15:00,1480000,True,2025-08-12 11:00
FL8661,Pleiku,Can Tho,2025-08-12 13:00,1260000,False,
FL2031,Phu Quoc,Hai Phong,2025-08-12 18:00,1770000,False,
FL4712,Hai Phong,Phu Quoc,2025-08-13 19:45,1270000,True,2025-08-13 15:45
FL7442,Hai Phong,Ho Chi Minh City,2025-08-13 14:15,1000000,False,
FL4403,Thanh Hoa,Da Nang,2025-08-13 11:00,1500000,False,
FL7385,Vinh,Ho Chi Minh City,2025-08-13 20:15,1080000,True,2025-08-13 17:15
FL6649,Quy Nhon,Pleiku,2025-08-13 10:00,1460000,True,2025-08-13 08:00
FL1160,Thanh Hoa,Vinh,2025-08-13 06:15,1670000,False,
FL4717,Can Tho,Pleiku,2025-08-13 11:15,1910000,True,2025-08-13 05:15
FL4587,Da Nang,Hue,2025-08-13 13:45,1420000,False,
FL2848,Pleiku,Quy Nhon,2025-08-14 11:30,1410000,False,
FL4938,Ho Chi Minh City,Hue,2025-08-14 13:30,1820000,False,
FL6503,Ho Chi Minh City,Thanh Hoa,2025-08-14 06:15,1780000,False,
FL1742,Hai Phong,Phu Quoc,2025-08-14 12:30,1930000,False,
FL9927,Buon Ma Thuot,Can Tho,2025-08-14 17:00,1110000,False,
FL4936,Can Tho,Thanh Hoa,2025-08-14 20:45,1030000,False,
FL4877,Ho Chi Minh City,Thanh Hoa,2025-08-14 11:30,1140000,True,2025-08-14 07:30
FL6336,Ho Chi Minh City,Hue,2025-08-15 09:45,800000,True,2025-08-15 04:45
FL4653,Phu Quoc,Nha Trang,2025-08-15 11:15,1130000,True,2025-08-15 08:15
FL9228,Hai Phong,Hue,2025-08-15 08:00,720000,True,2025-08-15 06:00
FL7412,Phu Quoc,Hanoi,2025-08-15 10:00,1960000,True,2025-08-15 07:00
FL3298,Vinh,Quy Nhon,2025-08-15 20:00,1530000,True,2025-08-15 14:00
FL7046,Phu Quoc,Nha Trang,2025-08-15 12:30,1750000,True,2025-08-15 10:30
FL1365,Nha Trang,Can Tho,2025-08-15 13:30,1920000,False,
FL1732,Hai Phong,Thanh Hoa,2025-08-15 16:30,530000,False,
FL3542,Ho Chi Minh City,Hanoi,2025-08-15 08:00,1220000,True,2025-08-15 02:00
FL2427,Phu Quoc,Hanoi,2025-08-16 20:30,660000,True,2025-08-16 18:30
FL1070,Hanoi,Quy Nhon,2025-08-16 18:15,1550000,True,2025-08-16 13:15
FL5832,Thanh Hoa,Hai Phong,2025-08-16 17:00,740000,False,
FL6427,Hai Phong,Hue,2025-08-16 09:15,750000,True,2025-08-16 03:15
FL4963,Hanoi,Hai Phong,2025-08-16 08:45,1000000,True,2025-08-16 02:45
FL2912,Ho Chi Minh City,Hanoi,2025-08-16 13:45,1630000,True,2025-08-16 11:45
FL8555,Quy Nhon,Hue,2025-08-16 16:15,1120000,False,
FL1880,Thanh Hoa,Quy Nhon,2025-08-16 11:30,820000,True,2025-08-16 09:30
FL9062,Nha Trang,Ho Chi Minh City,2025-08-16 18:30,780000,True,2025-08-16 14:30
FL9763,Vinh,Thanh Hoa,2025-08-16 06:45,640000,False,
FL8529,Hai Phong,Quy Nhon,2025-08-17 18:45,1870000,True,2025-08-17 15:45
FL9685,Ho Chi Minh City,Hanoi,2025-08-17 13:45,1970000,False,
FL6905,Hue,Vinh,2025-08-17 12:30,810000,True,2025-08-17 10:30
FL6831,Thanh Hoa,Vinh,2025-08-17 20:45,1820000,True,2025-08-17 14:45
FL7057,Quy Nhon,Can Tho,2025-08-17 17:00,740000,False,
FL7009,Can Tho,Nha Trang,2025-08-17 14:15,1640000,True,2025-08-17 12:15
FL5500,Pleiku,Vinh,2025-08-18 11:00,1170000,False,
FL7759,Vinh,Quy Nhon,2025-08-18 16:30,700000,True,2025-08-18 11:30
FL8526,Hanoi,Pleiku,2025-08-18 10:45,1620000,False,
FL5597,Can Tho,Nha Trang,2025-08-18 11:30,1990000,False,
FL3832,Phu Quoc,Nha Trang,2025-08-18 13:00,1930000,False,
FL3072,Da Nang,Ho Chi Minh City,2025-08-18 07:45,1780000,True,2025-08-18 05:45
FL8806,Ho Chi Minh City,Quy Nhon,2025-08-18 11:30,1120000,True,2025-08-18 09:30
FL8916,Hai Phong,Phu Quoc,2025-08-18 08:00,1500000,True,2025-08-18 04:00
FL6455,Buon Ma Thuot,Ho Chi Minh City,2025-08-18 14:45,520000,False,
FL5219,Phu Quoc,Can Tho,2025-08-18 06:30,1120000,True,2025-08-18 04:30
FL7394,Da Nang,Vinh,2025-08-18 19:45,1160000,False,
FL2059,Phu Quoc,Quy Nhon,2025-08-18 16:30,600000,False,
FL8079,Buon Ma Thuot,Thanh Hoa,2025-08-19 07:30,1950000,True,2025-08-19 02:30
FL9656,Da Nang,Buon Ma Thuot,2025-08-19 10:00,1530000,False,
FL1789,Can Tho,Pleiku,2025-08-19 07:30,1320000,False,
FL4184,Pleiku,Thanh Hoa,2025-08-19 06:00,720000,True,2025-08-19 00:00
FL2080,Ho Chi Minh City,Pleiku,2025-08-19 17:15,680000,False,
FL3655,Hai Phong,Buon Ma Thuot,2025-08-19 08:00,880000,False,
FL4907,Ho Chi Minh City,Da Nang,2025-08-19 06:00,1950000,False,
FL2514,Quy Nhon,Nha Trang,2025-08-19 09:00,1050000,False,
FL6977,Pleiku,Thanh Hoa,2025-08-20 13:30,940000,True,2025-08-20 08:30
FL7246,Hai Phong,Can Tho,2025-08-20 15:30,1770000,False,
FL5745,Hai Phong,Quy Nhon,2025-08-20 06:15,1870000,True,2025-08-20 03:15
FL3365,Da Nang,Quy Nhon,2025-08-20 10:45,570000,True,2025-08-20 05:45
FL2787,Pleiku,Ho Chi Minh City,2025-08-20 11:30,760000,False,
FL9031,Hai Phong,Phu Quoc,2025-08-20 10:30,800000,False,
FL3992,Phu Quoc,Can Tho,2025-08-20 12:45,1540000,False,
FL4053,Nha Trang,Vinh,2025-08-20 06:45,1880000,False,
FL2876,Vinh,Nha Trang,2025-08-20 17:00,580000,True,2025-08-20 13:00
FL1294,Hue,Ho Chi Minh City,2025-08-21 15:45,1080000,True,2025-08-21 12:45
FL2824,Hai Phong,Ho Chi Minh City,2025-08-21 15:00,880000,True,2025-08-21 13:00
FL8847,Nha Trang,Ho Chi Minh City,2025-08-21 08:45,1290000,False,
FL5928,Hanoi,Pleiku,2025-08-21 18:30,1320000,True,2025-08-21 15:30
FL1477,Hai Phong,Can Tho,2025-08-21 14:00,1920000,False,
FL7952,Buon Ma Thuot,Ho Chi Minh City,2025-08-21 14:30,1580000,True,2025-08-21 08:30
FL6704,Buon Ma Thuot,Da Nang,2025-08-21 16:15,1140000,False,
FL8921,Ho Chi Minh City,Vinh,2025-08-21 19:45,1220000,False,
FL4707,Phu Quoc,Da Nang,2025-08-22 12:30,1270000,False,
FL3802,Hue,Hai Phong,2025-08-22 10:15,670000,True,2025-08-22 04:15
FL7506,Hai Phong,Thanh Hoa,2025-08-22 07:00,1990000,True,2025-08-22 03:00
FL1395,Quy Nhon,Hue,2025-08-22 18:45,1420000,True,2025-08-22 14:45
FL1211,Phu Quoc,Quy Nhon,2025-08-22 06:30,990000,False,
FL1110,Thanh Hoa,Nha Trang,2025-08-22 13:15,1510000,True,2025-08-22 07:15
FL1973,Da Nang,Can Tho,2025-08-22 17:30,1870000,False,
FL4649,Nha Trang,Vinh,2025-08-22 12:00,710000,False,
FL1329,Phu Quoc,Hanoi,2025-08-22 19:45,990000,False,
FL4687,Hue,Hai Phong,2025-08-22 09:30,540000,True,2025-08-22 03:30
FL5911,Hanoi,Nha Trang,2025-08-22 20:45,1100000,False,
FL5487,Hanoi,Hue,2025-08-22 10:15,1940000,False,
FL4138,Phu Quoc,Pleiku,2025-08-23 17:30,1960000,True,2025-08-23 15:30
FL4426,Hai Phong,Hanoi,2025-08-23 07:45,1110000,False,
FL2286,Ho Chi Minh City,Can Tho,2025-08-23 18:30,1240000,False,
FL8072,Ho Chi Minh City,Vinh,2025-08-23 16:30,1390000,False,
FL2151,Pleiku,Ho Chi Minh City,2025-08-23 08:30,1210000,False,
FL4668,Hanoi,Da Nang,2025-08-23 12:45,960000,False,
FL6694,Da Nang,Hai Phong,2025-08-23 16:00,1000000,True,2025-08-23 13:00
FL2985,Can Tho,Thanh Hoa,2025-08-23 18:45,1570000,False,
FL7654,Hanoi,Phu Quoc,2025-08-23 08:45,920000,False,
FL9249,Buon Ma Thuot,Hanoi,2025-08-23 07:45,860000,True,2025-08-23 02:45
FL9263,Hanoi,Quy Nhon,2025-08-23 19:30,690000,False,
FL1432,Da Nang,Hai Phong,2025-08-24 09:00,880000,True,2025-08-24 06:00
FL7334,Vinh,Buon Ma Thuot,2025-08-24 15:30,710000,True,2025-08-24 09:30
